Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR007066	RNA polymerase Rpb1, domain 3	interpro	domain		PF04983	GO:0003677,GO:0003899,GO:0006351
IPR007073	RNA polymerase Rpb1, domain 7	interpro	domain		PF04990	GO:0003677,GO:0003899,GO:0006351
IPR007075	RNA polymerase Rpb1, domain 6	interpro	domain		PF04992	GO:0003677,GO:0003899,GO:0006351
IPR007080	RNA polymerase Rpb1, domain 1	interpro	domain		PF04997	GO:0003677,GO:0003899,GO:0006351
IPR007081	RNA polymerase Rpb1, domain 5	interpro	domain		PF04998	GO:0003677,GO:0003899,GO:0006351
IPR007083	RNA polymerase Rpb1, domain 4	interpro	domain		PF05000	GO:0003677,GO:0003899,GO:0006351
IPR007094	RNA-directed RNA polymerase, catalytic domain	interpro	domain		PS50507	GO:0003968,GO:0039694
IPR007096	RNA-directed RNA polymerase, catalytic domain, bacteriophage	interpro	domain		PS50522	GO:0003968,GO:0019079
IPR007097	RNA-directed RNA polymerase, reovirus	interpro	domain		PS50523	GO:0003723,GO:0003968,GO:0019079
IPR007099	RNA-directed RNA polymerase, negative-strand RNA virus	interpro	domain		PS50525	GO:0003968,GO:0039694
IPR007100	Birnavirus RNA-directed RNA polymerase, palm domain	interpro	domain		PF04197	GO:0003968,GO:0019079
IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	interpro	domain		PF00562	GO:0003677,GO:0003899,GO:0006351
IPR007121	RNA polymerase, beta subunit, conserved site	interpro	conserved_site		PS01166	GO:0003677,GO:0003899,GO:0006351
IPR007127	RNA polymerase sigma factor 70, region 1.1	interpro	domain		PF03979	GO:0003677,GO:0006355
IPR007133	RNA polymerase II associated factor Paf1	interpro	family		PF03985,PTHR23188	GO:0006368,GO:0016593
IPR007158	tRNA (pseudouridine(54)-N(1))-methyltransferase, TrmY	interpro	family		cd18087,PTHR40703,MF_00587,PF04013	GO:0008175
IPR007177	16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal	interpro	domain		PF04034	
IPR007201	Mei2-like, C-terminal RNA recognition motif	interpro	domain		PF04059	
IPR007209	RNase L inhibitor RLI-like, possible metal-binding domain	interpro	domain		PF04068	
IPR007214	YbaK/aminoacyl-tRNA synthetase-associated domain	interpro	domain		PF04073	GO:0002161
IPR007306	tRNA A64-2'-O-ribosylphosphate transferase	interpro	family		PTHR31811,PIRSF007747	GO:0043399,GO:0019988
IPR007322	RNA-dependent RNA polymerase, bunyaviral	interpro	domain		PF04196	GO:0003968,GO:0006351,GO:0019079
IPR007356	tRNA (guanine-N1-)-methyltransferase, eukaryotic	interpro	family		PTHR13563	
IPR007448	Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ	interpro	family		PF04353,PIRSF016548	GO:0006355
IPR007473	Ribosomal RNA large subunit methyltransferase J	interpro	family		PF04378,MF_00934,PTHR37426	GO:0008649,GO:0070475
IPR007508	D-aminoacyl-tRNA deacylase DtdA	interpro	family		PTHR34667,PF04414	GO:0016788,GO:0051499
IPR007536	Ribosomal RNA small subunit methyltransferase J	interpro	family		PTHR36112,MF_01523,PF04445	GO:0008990,GO:0031167
IPR007537	tRNAHis guanylyltransferase Thg1	interpro	family		PIRSF028980,PTHR12729	GO:0000287,GO:0008193,GO:0006400
IPR007609	ssRNA positive strand viral 18kDa cysteine-rich protein	interpro	family		PF04521	
IPR007624	RNA polymerase sigma-70 region 3	interpro	domain		PF04539	GO:0003700,GO:0006352,GO:0006355
IPR007627	RNA polymerase sigma-70 region 2	interpro	domain		PF04542	GO:0003700,GO:0006352,GO:0006355
IPR007630	RNA polymerase sigma-70 region 4	interpro	domain		PF04545	GO:0003700,GO:0006352,GO:0006355
IPR007631	RNA polymerase sigma factor 70, non-essential domain	interpro	domain		PF04546	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR007634	RNA polymerase sigma factor 54, DNA-binding	interpro	domain		PF04552	GO:0001216
IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2	interpro	domain		PF04557	GO:0000166,GO:0004819,GO:0005524,GO:0006425,GO:0005737
IPR007639	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal	interpro	domain		PF04558	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR007641	RNA polymerase Rpb2, domain 7	interpro	domain		PF04560	GO:0003677,GO:0003899,GO:0006351
IPR007642	RNA polymerase Rpb2, domain 2	interpro	domain		PF04561	GO:0003677,GO:0003899,GO:0006351
IPR007644	RNA polymerase, beta subunit, protrusion	interpro	domain		PF04563	GO:0003677,GO:0003899,GO:0006351
IPR007645	RNA polymerase Rpb2, domain 3	interpro	domain		PF04565	GO:0003677,GO:0003899,GO:0006351
IPR007646	RNA polymerase Rpb2, domain 4	interpro	domain		PF04566	GO:0003677,GO:0003899,GO:0006351
IPR007647	RNA polymerase Rpb2, domain 5	interpro	domain		PF04567	GO:0006351
IPR007722	mRNA decapping protein 2, Box A domain	interpro	domain		SM01125,PF05026	GO:0003723
IPR007811	DNA-directed RNA polymerase III subunit RPC4	interpro	family		PTHR13408,PF05132	GO:0003677,GO:0006383,GO:0005666
IPR007823	Ribosomal RNA processing protein 8	interpro	family		PTHR12787,PF05148	GO:0008168
IPR007832	RNA polymerase Rpc34	interpro	family		PF05158,PIRSF028763	GO:0006383,GO:0005666
IPR007846	RNA-recognition motif (RRM) Nup35-type domain	interpro	domain		PF05172,PS51472	
IPR007854	Pre-mRNA polyadenylation factor Fip1 domain	interpro	domain		PF05182	
IPR007855	RNA-dependent RNA polymerase, eukaryotic-type	interpro	family		PF05183,PTHR23079	GO:0003968
IPR007898	RNA polymerase I-specific transcription initiation factor Rrn10, Saccharomycetes	interpro	family		PIRSF009867	GO:0001165,GO:0042790,GO:0000500
IPR007937	RNA polymerase, 22kDa subunit, poxviral	interpro	family		PF05273,PIRSF000744	GO:0003677,GO:0003899,GO:0019083
IPR007984	DNA-directed RNA polymerase, 19kDa subunit, poxviral	interpro	family		PF05320,PIRSF000743	GO:0003677,GO:0003899,GO:0006351
IPR007991	RNA polymerase I specific transcription initiation factor RRN3	interpro	family		PF05327,PTHR12790	GO:0001181,GO:0006361
IPR008111	RNA-binding motif protein 8	interpro	family		PTHR45894,PR01738	GO:0003723,GO:0006396,GO:0005634,GO:0005737
IPR008189	rRNA small subunit methyltransferase I	interpro	family		PIRSF005917,TIGR00096,cd11648,PTHR46111,MF_01877	GO:0008168
IPR008193	DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site	interpro	conserved_site		PS01154	GO:0003677,GO:0003899,GO:0006351
IPR008229	tRNA nucleotidyltransferase, archaea	interpro	family		MF_01264,TIGR03671,PIRSF005335,PTHR39643	GO:0003723,GO:0004810,GO:0001680
IPR008409	Pre-mRNA-splicing factor SPF27	interpro	family		PF05700,PTHR13296	GO:0006397
IPR008448	DNA-directed RNA polymerase, 7kDa polypeptide, chordopoxviral	interpro	family		PF05864	GO:0003677,GO:0003899,GO:0006351
IPR008513	tRNA(Met) cytidine acetate ligase	interpro	family		PTHR37825,MF_01539,PF05636	
IPR008532	NFACT, RNA-binding domain	interpro	domain		PF05670	
IPR008594	Scavenger mRNA decapping enzyme DcpS/DCS2	interpro	family		PF05652,PIRSF028973,PTHR12978	GO:0016787,GO:0000290
IPR008610	Eukaryotic rRNA processing	interpro	family		PF05890,PTHR13028	
IPR008638	Filamentous haemagglutinin FhaB/tRNA nuclease CdiA-like, TPS domain	interpro	domain		SM00912,PF05860,TIGR01901	
IPR008686	RNA-dependent RNA polymerase, mitoviral	interpro	family		PTHR34456,PF05919	
IPR008723	RNA-dependent RNA polymerase, orbiviral	interpro	family		PF05788,PIRSF000821	GO:0003723,GO:0003968,GO:0006351
IPR008744	RNA-directed RNA polymerase, apple chlorotic leaf spot virus	interpro	domain		PF05413	GO:0003723,GO:0003968,GO:0005524,GO:0019079
IPR008806	RNA polymerase III Rpc82, C -terminal	interpro	domain		PF05645	GO:0003677,GO:0006351
IPR008925	Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily	interpro	homologous_superfamily		SSF48163	GO:0000049
IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	interpro	homologous_superfamily		SSF50677,G3DSA:3.90.740.10	GO:0002161,GO:0006418
IPR009025	DNA-directed RNA polymerase, RBP11-like dimerisation domain	interpro	domain		PF13656	GO:0046983,GO:0006351
IPR009027	Large ribosomal subunit protein bL9/RNase H1, N-terminal	interpro	homologous_superfamily		SSF55658	
IPR009042	RNA polymerase sigma-70 region 1.2	interpro	domain		PF00140	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR009068	uS15/NS1, RNA-binding domain superfamily	interpro	homologous_superfamily		SSF47060	
IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	interpro	homologous_superfamily		SSF47323	GO:0000166,GO:0004812,GO:0005524,GO:0006418
IPR009162	RNA polymerase, 30kDa subunit, chordopox-type	interpro	family		PIRSF000745	GO:0003677,GO:0003899,GO:0006351
IPR009220	Probable bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein	interpro	family		MF_01447,PIRSF036401	GO:0004222,GO:0008270
IPR009292	rRNA biogenesis protein RRP36	interpro	family		PTHR21738,PF06102	
IPR009332	Mediator of RNA polymerase II transcription subunit 22	interpro	family		PF06179,PTHR12434	GO:0003712,GO:0006357,GO:0016592
IPR009344	Borna disease virus G	interpro	family		PF06208	
IPR009360	Pre-mRNA-splicing factor Isy1	interpro	family		PF06246,PTHR13021	GO:0000350
IPR009391	23S rRNA methylase leader peptide	interpro	family		PF06308	GO:0046677
IPR009441	P40 nucleoprotein, Borna disease virus	interpro	family		PF06407	
IPR009469	RNA-dependent RNA polymerase, N-terminal, coronavirus	interpro	domain		PF06478	GO:0003723,GO:0003968,GO:0005524,GO:0006351
IPR009485	Borna disease virus P10	interpro	family		PF06515	
IPR009517	Borna disease virus P24	interpro	family		PF06595	
IPR009668	RNA polymerase I associated factor, A49-like	interpro	family		PTHR14440,PF06870	GO:0003677,GO:0006351
IPR009674	DNA-directed RNA polymerase I subunit RPA2, domain 4	interpro	domain		PF06883	GO:0003899,GO:0006351,GO:0005634
IPR009715	Regulator of RNA terminal phosphate cyclase	interpro	domain		PF06956	
IPR009871	Movement and RNA silencing protein	interpro	family		PF07234	
IPR009907	RNA polymerase epsilon subunit	interpro	family		MF_01553,PF07288	
IPR009930	Structural protein Vp10, Seadornavirus	interpro	family		PF07322	
IPR009973	Seadornavirus VP7	interpro	family		PF07387	
IPR009982	Seadornavirus VP6	interpro	family		PF07407	
IPR010017	tRNA U34 carboxymethyltransferase	interpro	family		MF_01590,TIGR00452	GO:0016765,GO:0002098
IPR010120	Probable glutamyl-tRNA(Gln) amidotransferase subunit C, archaea	interpro	family		TIGR01827	
IPR010155	CRISPR pre-crRNA endoribonuclease Cas5d	interpro	family		PIRSF029950,TIGR01876	GO:0004519,GO:0051607
IPR010222	RNA helicase HrpA	interpro	family		TIGR01967	GO:0003724
IPR010243	DNA-directed RNA polymerase beta subunit, bacterial-type	interpro	family		MF_01321,TIGR02013	GO:0003677,GO:0003899,GO:0006351
IPR010301	Ribosomal RNA processing protein 1	interpro	family		PTHR13026,PF05997	GO:0006364,GO:0030688
IPR010334	mRNA-decapping enzyme subunit 1	interpro	family		PTHR16290,PF06058	GO:0008047,GO:0000290,GO:0043085
IPR010386	tRNA-hydroxylase MiaE	interpro	family		cd07910,PF06175,PIRSF020736,PTHR42637	GO:0045301,GO:0006400
IPR010453	RNA polymerase, arenaviral	interpro	family		MF_04086,PIRSF000836,PF06317	GO:0003968,GO:0019079
IPR010559	Signal transduction histidine kinase, internal region	interpro	domain		PF06580	GO:0000155,GO:0000160,GO:0016020
IPR010655	Pre-mRNA cleavage complex subunit Clp1, C-terminal	interpro	domain		PF06807	GO:0031124
IPR010675	RNA methyltransferase bin3, C-terminal	interpro	domain		PF06859	GO:0008168
IPR010678	U3 small nucleolar RNA-associated protein 25	interpro	family		PTHR12933	GO:0034511,GO:0006364,GO:0005730
IPR010684	RNA polymerase II transcription factor SIII, subunit A	interpro	family		PF06881	GO:0006368,GO:0005634,GO:0070449
IPR010769	Ribosomal RNA aminoglycoside-resistance methyltransferase, Gram-negative bacteria	interpro	family		PIRSF015852	GO:0008649,GO:0046677
IPR010923	tRNA threonylcarbamoyladenosine biosynthesis protein SUA5	interpro	family		PIRSF004930	
IPR010924	DNA-directed RNA polymerase subunit Rpo4	interpro	family		PTHR39646,MF_00864,PIRSF005053	
IPR010978	Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm	interpro	homologous_superfamily		SSF46589	GO:0000166
IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily	interpro	homologous_superfamily		SSF50715	GO:0006412
IPR011063	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal	interpro	domain		PF01171	
IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain	interpro	domain		PF07521	
IPR011113	Rho termination factor, RNA-binding domain	interpro	domain		cd04459,PS51856,PF07497	GO:0003723,GO:0006353
IPR011145	Scavenger mRNA decapping enzyme, N-terminal	interpro	homologous_superfamily		SSF102860,G3DSA:3.30.200.40	GO:0016787,GO:0000290
IPR011224	Ribosomal RNA large subunit methyltransferase M	interpro	family		MF_01551,PIRSF028774	GO:0008168
IPR011260	RNA polymerase, alpha subunit, C-terminal	interpro	domain		PF03118	GO:0003677,GO:0003899,GO:0006351
IPR011262	DNA-directed RNA polymerase, insert domain	interpro	domain		PF01000	GO:0003899,GO:0046983,GO:0006351
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type	interpro	domain		PF01193,SM00662	GO:0003899,GO:0006351
IPR011320	Ribonuclease H1, N-terminal	interpro	domain		PF01693	
IPR011416	Predicted RNA-binding protein YdrC-type, Chlamydia	interpro	family		PIRSF036543	
IPR011425	Mediator of RNA polymerase II transcription subunit 9	interpro	family		PF07544	GO:0003712,GO:0006357,GO:0016592
IPR011430	U3 small nucleolar RNA-associated protein 20, N-terminal	interpro	domain		PF07539	
IPR011517	RNA polymerase sigma-70 ECF-like	interpro	family		TIGR02999	
IPR011530	Ribosomal RNA adenine dimethylase	interpro	family		MF_00607,TIGR00755	GO:0000179,GO:0006364
IPR011671	tRNA (uracil-O(2)-)-methyltransferase	interpro	family		PF07757,PTHR21210	GO:0008168
IPR011745	RNA polymerase sigma-70, Myxococcus xanthus	interpro	family		TIGR03001	
IPR011773	DNA-directed RNA polymerase, alpha subunit	interpro	family		MF_00059,TIGR02027	GO:0003677,GO:0003899,GO:0006351
IPR011804	Ribonuclease II	interpro	family		MF_01036,TIGR02062	GO:0003723,GO:0008859,GO:0006401
IPR011805	Ribonuclease R	interpro	family		MF_01895,TIGR02063	GO:0003723,GO:0004518
IPR011825	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	interpro	family		MF_01012,TIGR02085	GO:0016436,GO:0016070
IPR011856	tRNA endonuclease-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1350.10	GO:0003676
IPR011869	tRNA/tmRNA (uracil-C(5))-methyltransferase, TrmA	interpro	family		PTHR47790,MF_01011,TIGR02143	GO:0030697,GO:0006396
IPR011878	Glutamyl-tRNA(Gln) amidotransferase subunit D	interpro	family		cd08962,PIRSF500175,MF_00586,TIGR02153	GO:0006450
IPR011907	Ribonuclease III	interpro	family		MF_00104,TIGR02191	GO:0003723,GO:0004525,GO:0006364
IPR012006	tRNA nucleotidyltransferase, proteobacteria	interpro	family		MF_01261,MF_01262,PIRSF000813	GO:0003723,GO:0004810,GO:0005524,GO:0001680
IPR012089	tRNA-cytidine(32) 2-sulfurtransferase	interpro	family		MF_01850	GO:0008033
IPR012094	tRNA(Ile)-lysidine synthase	interpro	family		PTHR43033,MF_01161	GO:0000166,GO:0005524,GO:0016879,GO:0008033
IPR012164	DNA-directed RNA polymerase subunit/transcription factor S	interpro	family		PIRSF005586,PTHR11239	GO:0003899,GO:0006351
IPR012337	Ribonuclease H-like superfamily	interpro	homologous_superfamily		SSF53098	
IPR012387	tRNA ligase Trl1, fungi	interpro	family		PIRSF019634	GO:0003972,GO:0005524,GO:0008081,GO:0051730,GO:0006388
IPR012459	Ribosomal RNA-processing protein 15	interpro	family		PTHR13245,PF07890	GO:0006364
IPR012476	mRNA export factor GLE1-like	interpro	family		PTHR12960,PF07817	GO:0016973,GO:0005643
IPR012569	Internalin, Ig-like inter-repeat region	interpro	domain		PF08191	
IPR012579	U3 small nucleolar RNA-associated protein NOL7, C-terminal	interpro	domain		PF08157	GO:0005634
IPR012583	Pre-rRNA-processing protein RIX1, N-terminal	interpro	domain		PF08167	
IPR012586	28S rRNA (cytosine-C(5))-methyltransferase repeat	interpro	repeat		PF08062	
IPR012587	RNA helicase p68 repeat	interpro	repeat		SM01414,PF08061	
IPR012607	Ribosome hibernation factor SRA	interpro	family		PF08136	GO:0006412
IPR012646	RNA ligase, DRB0094	interpro	family		TIGR02306	
IPR012647	RNA ligase, Rnl2	interpro	family		TIGR02307	GO:0003972,GO:0005524,GO:0016874
IPR012648	T4 RNA ligase 1	interpro	family		MF_04149,TIGR02308	GO:0003972
IPR012657	23S rRNA-intervening sequence protein	interpro	family		cd16377,PTHR38471,PIRSF035652,TIGR02436,PF05635	
IPR012739	Pyrrolysyl-tRNA ligase	interpro	family		MF_01573	GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type	interpro	family		MF_01322,TIGR02386	GO:0003677,GO:0003899,GO:0006351
IPR012755	DNA-directed RNA polymerase, subunit gamma	interpro	family		TIGR02387	GO:0003677,GO:0003899,GO:0006351
IPR012756	DNA-directed RNA polymerase, subunit beta''	interpro	family		MF_01324,TIGR02388	GO:0003677,GO:0003899,GO:0006351
IPR012757	DNA-directed RNA polymerase subunit Rpo1C	interpro	family		cd06528,MF_00411,TIGR02389	GO:0003677,GO:0003899,GO:0006351
IPR012758	DNA-directed RNA polymerase subunit Rpo1N	interpro	family		cd02582,MF_00863,TIGR02390	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR012759	RNA polymerase sigma factor RpoH, proteobacteria	interpro	family		MF_00961,TIGR02392	GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR012760	RNA polymerase sigma factor RpoD, C-terminal	interpro	domain		TIGR02393	GO:0003677,GO:0016987,GO:0006352,GO:0006355
IPR012761	RNA polymerase sigma factor RpoS	interpro	family		MF_00959,TIGR02394	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR012784	RNA polymerase-binding transcription factor DksA	interpro	family		MF_00926,TIGR02420	GO:0008270
IPR012795	tRNA(Ile)-lysidine synthase, N-terminal	interpro	domain		cd01992,TIGR02432	GO:0000166,GO:0005524,GO:0016879,GO:0008033
IPR012796	Lysidine-tRNA(Ile) synthetase, C-terminal	interpro	domain		PF11734,SM00977,TIGR02433	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR012845	RNA polymerase sigma factor, FliA/WhiG	interpro	family		TIGR02479	GO:0003677,GO:0003899,GO:0016987,GO:0006352,GO:0006355
IPR012915	Reovirus RNA-dependent RNA polymerase lambda 3	interpro	family		PF07925	GO:0003723,GO:0003968,GO:0032774,GO:0019013
IPR012920	Ribosomal RNA methyltransferase, SPB1-like, C-terminal	interpro	domain		PF07780	GO:0008168,GO:0006364,GO:0005634
IPR012933	HicA mRNA interferase family	interpro	family		PF07927	GO:0003729
IPR012947	Threonyl/alanyl tRNA synthetase, SAD	interpro	domain		SM00863,PF07973	GO:0004812,GO:0005524,GO:0043039
IPR012961	ATP-dependent RNA helicase Ski2/MTR4, C-terminal	interpro	domain		SM01142,PF08148	
IPR012978	Ribosomal RNA-processing protein 12-like, conserved domain	interpro	domain		PF08161	
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase	interpro	domain		PF07727	
IPR013123	RNA 2-O ribose methyltransferase, substrate binding	interpro	domain		SM00967,PF08032	GO:0008168
IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	interpro	domain		PF08264	GO:0004812,GO:0006418
IPR013169	mRNA splicing factor Cwf18-like	interpro	family		PTHR31551,PF08315	
IPR013170	mRNA splicing factor Cwf21 domain	interpro	domain		SM01115,PF08312	
IPR013197	RNA polymerase III subunit RPC82-related, helix-turn-helix	interpro	domain		PF08221	
IPR013223	Ribonuclease B, N-terminal OB domain	interpro	domain		PF08206	
IPR013238	RNA polymerase III, subunit Rpc25	interpro	domain		PF08292	
IPR013239	RNA polymerase I, subunit Rpa14, fungi	interpro	family		PF08203	
IPR013240	DNA-directed RNA polymerase I, subunit RPA34	interpro	family		PTHR15484,PF08208	GO:0006360
IPR013241	RNase P, subunit Pop3	interpro	family		PTHR28272,PF08228	GO:0006364,GO:0008033
IPR013249	RNA polymerase sigma factor 70, region 4 type 2	interpro	domain		PF08281	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR013260	mRNA splicing factor SYF2	interpro	family		PTHR13264,PF08231	
IPR013268	U3 small nucleolar RNA-associated protein 16	interpro	family		PF08297	GO:0030515,GO:0006364
IPR013324	RNA polymerase sigma factor, region 3/4-like	interpro	homologous_superfamily		SSF88659	
IPR013325	RNA polymerase sigma factor, region 2	interpro	homologous_superfamily		SSF88946	GO:0003700,GO:0006352,GO:0006355
IPR013375	O-phosphoseryl-tRNA:Cys-tRNA synthase, archaea	interpro	family		MF_01675,TIGR02539	GO:0043766
IPR013378	Internalin B-like, B-repeat	interpro	repeat		PF09479,TIGR02543	
IPR013469	Ribonuclease BN	interpro	family		TIGR02649	GO:0016891
IPR013470	Ribonuclease Z, Thermotoga-type	interpro	family		TIGR02650	
IPR013471	Ribonuclease Z/BN	interpro	family		cd07717,MF_01818,TIGR02651	GO:0016891
IPR013492	CRISPR system subtype II-B RNA-guided endonuclease Cas9/Csx12	interpro	family		TIGR03031	
IPR013520	Exonuclease, RNase T/DNA polymerase III	interpro	domain		PF00929,SM00479	
IPR013562	tRNA(Met) cytidine acetyltransferase TmcA, N-terminal	interpro	domain		PF08351	
IPR013633	siRNA-mediated silencing protein NRDE-2	interpro	family		PTHR13471,PF08424	
IPR013641	Protein KTI12/L-seryl-tRNA(Sec) kinase	interpro	family		PF08433	
IPR013668	Ribonuclease R winged-helix domain	interpro	domain		PF08461	
IPR013674	Luteovirus RNA polymerase P1-P2/replicase	interpro	domain		PF08467	GO:0003968
IPR013689	ATP-dependent RNA helicase HrpB, C-terminal	interpro	domain		PF08482	
IPR013699	Signal recognition particle, SRP72 subunit, RNA-binding	interpro	domain		PF08492	GO:0008312,GO:0006614,GO:0048500
IPR013791	RNA 3'-terminal phosphate cyclase, insert domain	interpro	domain		PF05189	
IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	interpro	homologous_superfamily		SSF55205	GO:0003824
IPR013795	DNA/RNA-binding protein Alba	interpro	family		MF_01122,PIRSF028732,TIGR00285	GO:0003677,GO:0003723
IPR013846	mRNA capping enzyme, C-terminal	interpro	domain		PF03919	
IPR013881	Pre-mRNA-splicing factor 3 domain	interpro	domain		PF08572	
IPR013888	Ribonuclease P, Rpm2, mitochondrial	interpro	family		PF08579	
IPR013893	Ribonuclease P protein subunit Rpp40	interpro	family		PTHR15396,PF08584	GO:0001682,GO:0030677
IPR013915	Pre-mRNA-splicing factor 19	interpro	domain		PF08606	
IPR013917	tRNA wybutosine-synthesis	interpro	domain		PF08608	
IPR013924	Ribonuclease H2, subunit C	interpro	family		cd09271,PF08615	GO:0006401,GO:0032299
IPR013929	RNA polymerase II-associated protein 1, C-terminal	interpro	domain		PF08620	
IPR013930	RNA polymerase II-associated protein 1, N-terminal	interpro	domain		PF08621	
IPR013934	U3 small nucleolar RNA-associated protein 13, C-terminal	interpro	domain		PF08625	GO:0006364,GO:0032040
IPR013949	U3 small nucleolar RNA-associated protein 6	interpro	family		PF08640,PTHR23271	GO:0030515,GO:0000462
IPR014014	RNA helicase, DEAD-box type, Q motif	interpro	domain		PS51195	GO:0003724
IPR014023	Mononegavirales RNA-directed RNA polymerase catalytic domain	interpro	domain		PS50526,PF00946	GO:0003968,GO:0004482,GO:0005524,GO:0006370
IPR014065	tRNA adenylyltransferase	interpro	family		TIGR02692	
IPR014200	RNA polymerase sigma-E type	interpro	family		TIGR02835	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014209	RNA polymerase sigma-K type	interpro	family		TIGR02846	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014212	RNA polymerase sigma-G type	interpro	family		TIGR02850	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014218	RNA polymerase sigma-H type	interpro	family		TIGR02859	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014236	RNA polymerase sigma-F type	interpro	family		TIGR02885	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014244	RNA polymerase sigma-I type	interpro	family		MF_02064,TIGR02895,PIRSF038953	
IPR014284	RNA polymerase sigma-70-like domain	interpro	domain		TIGR02937	GO:0003700,GO:0006352,GO:0006355
IPR014286	RNA polymerase sigma-70 RpoE type	interpro	family		TIGR02939	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014288	RNA polymerase sigma-B factor	interpro	family		TIGR02941	GO:0016987
IPR014289	RNA polymerase sigma-24-related	interpro	family		TIGR02943	
IPR014293	RNA polymerase sigma-70, actinobacteria	interpro	family		TIGR02947	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014294	RNA polymerase sigma-W, bacillaceae	interpro	family		TIGR02948	
IPR014296	RNA polymerase sigma-M, bacillaceae	interpro	family		TIGR02950	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014298	ECF RNA polymerase sigma factor BldN-like	interpro	family		TIGR02952	
IPR014300	RNA polymerase sigma-V type	interpro	family		TIGR02954	
IPR014303	RNA polymerase sigma-70, ECF type	interpro	family		TIGR02957	
IPR014304	RNA polymerase sigma-Z type	interpro	family		TIGR02959	
IPR014305	RNA polymerase sigma-G type, actinobacteria	interpro	family		TIGR02960	
IPR014322	RNA polymerase sigma-B/F/G type	interpro	family		TIGR02980	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
IPR014325	RNA polymerase sigma-E factor, actinobacteria	interpro	family		TIGR02983	GO:0016987
IPR014326	RNA polymerase sigma-70 factor, Planctomycetaceae	interpro	family		TIGR02984	
IPR014327	RNA polymerase sigma-70, Bacteroidetes type	interpro	family		TIGR02985	
IPR014330	RNA-binding S4-related,YaaA	interpro	family		TIGR02988	
IPR014331	RNA polymerase sigma-70 ECF-like, Rhodopirellula baltica	interpro	family		TIGR02989	
IPR014381	DNA-directed RNA polymerase subunit Rpo5/Rpb5	interpro	family		MF_00025,PIRSF000747,PTHR10535	GO:0003899
IPR014383	RNA-directed RNA polymerase, phytoreovirus	interpro	family		PIRSF000822	GO:0019079
IPR014384	RNA-directed RNA polymerase, orthobunyavirus	interpro	family		PIRSF000824	
IPR014385	RNA-directed RNA polymerase, phlebovirus	interpro	family		PIRSF000826	GO:0001882,GO:0003968,GO:0019079
IPR014560	Uncharacterised conserved protein UCP030333, DNA/RNA-binding Alba-related	interpro	family		PTHR31947,PIRSF030333	
IPR014636	RNase H, phosphoglycerate mutase domain-containing	interpro	family		PIRSF036922	
IPR014720	Double-stranded RNA-binding domain	interpro	domain		PS50137,PF00035,SM00358	
